active_wallets,avg_gas_price,day,failed_tx,success_tx,total_gas_used,tx_count
3440755,3766959030.920659,2023-12-30,361910,9291342,745624170250,9653252
2254819,4988627044.149153,2023-12-31,355072,6339771,542901393963,6694843
1556944,5189162463.723099,2024-01-01,381335,4284520,417323150215,4665855
1615428,5631403700.412182,2024-01-02,282916,4698657,467495872268,4981573
1620053,6671432341.95808,2024-01-03,369353,4862259,534262210998,5231612
1995547,5996316857.81795,2024-01-04,271708,5463172,516080656359,5734880
1317817,5841739682.163919,2024-01-05,221803,3938676,422781481359,4160479
1157710,6603227281.272623,2024-01-06,201158,3531296,400257376872,3732454
1203987,8341490716.788917,2024-01-07,192018,3439128,390888685599,3631146
1360289,7272297564.275323,2024-01-08,221753,3968264,428293307629,4190017
1301660,6572126744.401312,2024-01-09,232409,3892363,430998617998,4124772
1302154,7754013185.849353,2024-01-10,242781,3923296,446579684644,4166077
1294309,6851605805.755819,2024-01-11,251524,4071657,478180987368,4323181
1293010,6700300429.313437,2024-01-12,229934,4393299,448683818579,4623233
1209855,5590427875.050882,2024-01-13,160462,3541293,381218288219,3701755
1149712,6354232177.667544,2024-01-14,161653,3427229,386656388942,3588882
1262270,5613316920.39891,2024-01-15,183277,3882955,427907274124,4066232
1258275,6049772807.565143,2024-01-16,165426,3708559,423302988511,3873985
1182182,8614985126.687857,2024-01-17,172916,3520631,400592959841,3693547
1227487,5553704344.59073,2024-01-18,184125,3629787,417839964791,3813912
1248352,6635215685.190502,2024-01-19,186837,3683517,420276555816,3870354
1154742,5330678233.887561,2024-01-20,130468,3254173,360492271749,3384641
1142918,5143640513.265553,2024-01-21,120734,3219351,375819239009,3340085
1282826,6224394676.543734,2024-01-22,185901,3748224,436283364342,3934125
1228077,6663764317.710555,2024-01-23,188388,3945042,438599985835,4133430
1314450,9141035300.579563,2024-01-24,180795,3910759,413273910930,4091554
1415095,6529764326.210723,2024-01-25,168963,4046969,427491699906,4215932
1287686,5511424464.972121,2024-01-26,149788,3727741,417129092198,3877529
1247341,5028602188.504704,2024-01-27,115905,3365589,370544708023,3481494
1185114,5145004108.514488,2024-01-28,131235,3317150,385018862979,3448385
1178617,5669454094.116069,2024-01-29,147335,3374718,402969926623,3522053
1278432,6696290018.19921,2024-01-30,169947,3691919,406430959114,3861866
1195151,5920580213.374924,2024-01-31,168821,3468711,407417620997,3637532
1220965,5521968574.132524,2024-02-01,160458,3534464,395666314267,3694922
1291756,4880606029.850709,2024-02-02,133734,3534586,381294566612,3668320
1217694,5621704312.537408,2024-02-03,134454,3244435,357779118698,3378889
1132157,5432570861.744046,2024-02-04,112817,3152462,339045113424,3265279
1227419,6549862827.059381,2024-02-05,131631,3391188,364386321586,3522819
1262702,5145933691.9655695,2024-02-06,132659,3425035,370891199641,3557694
1251114,5496583740.78447,2024-02-07,134498,3365053,367548457391,3499551
1238429,5225023008.341707,2024-02-08,158395,3483141,391874199194,3641536
1170734,6255220704.592473,2024-02-09,153571,3423174,422247831512,3576745
1072498,6801255276.445072,2024-02-10,118631,3010620,335421181885,3129251
991346,6650468127.496124,2024-02-11,119826,2920453,323863621886,3040279
1111539,5115593614.569015,2024-02-12,128436,3298281,368560721936,3426717
1113751,6750609456.198421,2024-02-13,135377,3196139,346837841875,3331516
1165494,5340418505.388493,2024-02-14,122436,3234761,357590387763,3357197
1208046,6557496518.98387,2024-02-15,155709,3522151,384966573237,3677860
1309032,5673872981.877141,2024-02-16,156975,3571529,388752314741,3728504
1299233,5844435413.01078,2024-02-17,153859,3800829,408971335909,3954688
1269650,5382984921.477577,2024-02-18,130744,3486550,369169832660,3617294
1274782,6479207750.008935,2024-02-19,164245,3621883,389162090476,3786128
1291734,6210994363.569967,2024-02-20,184015,3705537,390294599777,3889552
1321790,5704460585.853461,2024-02-21,179982,3717908,394761880239,3897890
1353976,5088590002.455751,2024-02-22,183721,6221570,457860354557,6405291
1203662,5423444491.589665,2024-02-23,165418,4484509,400640041037,4649927
1199641,5270724501.294124,2024-02-24,141744,3379280,345232331616,3521024
1234736,7218498735.704501,2024-02-25,168413,3420876,347922371582,3589289
1317114,6381861780.624281,2024-02-26,198779,3714376,398910214462,3913155
1347164,6732881712.523533,2024-02-27,212530,3939312,418322045369,4151842
1584199,6171176368.574206,2024-02-28,295247,4704327,535160136919,4999574
1505162,6329142188.654238,2024-02-29,272393,4515559,503029811093,4787952
1314484,7056164365.905359,2024-03-01,234993,4013186,455891158069,4248179
1348159,6303486660.206985,2024-03-02,245583,4103515,475747814539,4349098
1318867,6669471312.935886,2024-03-03,241271,3994071,446358499861,4235342
1534423,6609154478.3081255,2024-03-04,332519,4845203,553059930103,5177722
1498986,7325532538.95416,2024-03-05,449409,4852531,563787780966,5301940
1458126,6389537977.393681,2024-03-06,328057,4471159,517203401362,4799216
1483744,6470830798.498426,2024-03-07,295007,4559596,510925213931,4854603
1482645,7959842750.417916,2024-03-08,311850,4398231,495783621157,4710081
1436770,6775593475.766763,2024-03-09,245487,4190076,474814104606,4435563
1463251,7438074918.283745,2024-03-10,335574,4391173,498624393389,4726747
1615535,6477239009.146666,2024-03-11,309076,4760938,510647541594,5070014
1566401,6687366477.047343,2024-03-12,329342,4750154,524648637270,5079496
1503274,6750321084.71297,2024-03-13,341041,4687505,536712355351,5028546
1502591,7014378047.154107,2024-03-14,323044,4707047,527863717995,5030091
1375952,8285310034.821175,2024-03-15,402243,4464776,516658196939,4867019
1346003,7915650850.3595295,2024-03-16,298058,4113585,453455257762,4411643
1216351,7257353697.406923,2024-03-17,255461,3796076,422885113743,4051537
1236520,6186888364.275601,2024-03-18,250500,3909532,433759278150,4160032
1423347,9874567650.720772,2024-03-19,381725,4598087,518140947791,4979812
1332512,6140683254.288357,2024-03-20,272482,4456703,476708127665,4729185
1301049,5706571357.201494,2024-03-21,218482,4072042,445514179105,4290524
1396143,5305645073.143966,2024-03-22,255869,4255124,473875045129,4510993
1265612,5249790287.776372,2024-03-23,224079,3802143,410743877562,4026222
1202749,4543280628.343451,2024-03-24,211938,3735739,441637204800,3947677
1410591,7519385160.257764,2024-03-25,395740,4453256,538022837187,4848996
1442719,6097973557.048838,2024-03-26,291113,4519054,521799195468,4810167
1339180,4998206337.544154,2024-03-27,304957,4257163,507281357782,4562120
1430030,5048735637.230921,2024-03-28,287793,4385833,557300263488,4673626
1339428,4799850913.774083,2024-03-29,270005,4222026,527255794636,4492031
1295784,5861784428.228442,2024-03-30,230563,3782985,445973160556,4013548
1251942,5049586747.993213,2024-03-31,167967,3583050,409053788362,3751017
1300555,5133358987.194542,2024-04-01,222935,3906995,490561039303,4129930
1282612,5040033800.033512,2024-04-02,249041,3997951,515928323375,4246992
1347436,4034544580.4552097,2024-04-03,213355,4081824,517063433063,4295179
1381229,3683940678.780857,2024-04-04,209085,4353835,560786494214,4562920
1311605,3832161434.5667114,2024-04-05,207921,4439503,625828037717,4647424
1193286,3040380511.138399,2024-04-06,168637,3953976,541120722344,4122613
1222571,3793259824.856382,2024-04-07,166056,3745199,533228992014,3911255
1337915,4270812930.5265036,2024-04-08,249407,4242499,579234365595,4491906
1302201,3939735517.4017076,2024-04-09,199279,4145136,508863045357,4344415
1225217,4123321744.7300434,2024-04-10,203084,3948039,484808117775,4151123
1194722,3563033788.877262,2024-04-11,199682,3821175,483792036174,4020857
1288487,3710367372.3299475,2024-04-12,262504,4266825,554517391432,4529329
1168358,5726676008.1517515,2024-04-13,324620,4196821,566760962182,4521441
1118730,3297330030.93465,2024-04-14,224661,3782262,503115302084,4006923
1161628,3682470623.2716775,2024-04-15,206976,3809293,468079364313,4016269
1122042,4006835555.682423,2024-04-16,181338,3615194,430965285098,3796532
1116022,4843174220.370938,2024-04-17,176295,3657790,420852864283,3834085
1184231,4695835368.466517,2024-04-18,190458,3867788,446194205897,4058246
1164594,6713878115.599282,2024-04-19,292191,3780214,487600660159,4072405
1042490,2632288485.80982,2024-04-20,226462,4187174,503317847613,4413636
1114025,2884524821.9732265,2024-04-21,173318,3649268,449049934892,3822586
1115426,3090804047.865836,2024-04-22,177526,3601231,485178525084,3778757
1218768,3159790895.6920867,2024-04-23,201520,3811311,476948044158,4012831
1187628,3360219327.8232017,2024-04-24,179507,3755218,468265864367,3934725
1154210,2994493719.192529,2024-04-25,170223,3614182,444174295451,3784405
1198743,2680890148.508122,2024-04-26,143978,3633887,422305678948,3777865
1075740,3425920376.479324,2024-04-27,146181,3355444,421687357161,3501625
1049596,2380372197.1958675,2024-04-28,150626,3189750,401042684177,3340376
1212921,2376045745.5239673,2024-04-29,166599,3614698,437266859510,3781297
1145568,2535614001.3965187,2024-04-30,202814,3744849,456639206235,3947663
1044381,2750195642.170482,2024-05-01,231135,3589821,479616901133,3820956
1096234,3152474311.5296807,2024-05-02,197723,3346431,406451229612,3544154
1027128,2692674792.3562794,2024-05-03,197200,3200459,384720968949,3397659
953191,2760506212.3881235,2024-05-04,187840,2947340,362664261587,3135180
930927,2466849757.2257743,2024-05-05,177189,2905123,354072652996,3082312
1007259,3311878457.620577,2024-05-06,171702,3242664,535669544147,3414366
1045769,3547398694.5292625,2024-05-07,201831,3393224,579660265504,3595055
1005275,2560020276.3929996,2024-05-08,225931,3273497,410845132083,3499428
1066544,2922277268.8730125,2024-05-09,208290,3281128,477442432207,3489418
995540,3002714700.6793923,2024-05-10,187518,3154387,411720715626,3341905
933004,2664251523.9870877,2024-05-11,156347,2856479,355132875915,3012826
1063453,2783235719.686829,2024-05-12,164383,3098539,378324349713,3262922
1019410,3017311641.248975,2024-05-13,219733,3206576,422511819876,3426309
994013,2763711706.586633,2024-05-14,161819,3147841,396805004442,3309660
1075844,3135145299.3105936,2024-05-15,187950,3299189,468282817350,3487139
1061702,2989358002.2990003,2024-05-16,203666,3399300,415479326446,3602966
1105068,2795590132.7365794,2024-05-17,194474,3229342,400450342008,3423816
921578,2623350950.427671,2024-05-18,156724,2882265,372219709556,3038989
958176,2531684978.708937,2024-05-19,154047,2966600,372763937843,3120647
1045110,4053840950.9470882,2024-05-20,228761,3420407,433354815738,3649168
1054141,2953100398.914635,2024-05-21,289598,3576566,453394656902,3866164
1061735,3727183957.1947064,2024-05-22,247807,3314162,411281388213,3561969
1103447,2547391270.99716,2024-05-23,257022,3607476,460073702158,3864498
988791,2614831896.888708,2024-05-24,217729,3227208,412685865463,3444937
961981,2947743088.1630936,2024-05-25,196134,3134963,397473429995,3331097
965699,3332978513.7903447,2024-05-26,182084,2963044,362890951541,3145128
1139541,2468582542.668977,2024-05-27,206773,3420160,416838389424,3626933
1037172,2417354224.26309,2024-05-28,221041,3301615,431128638861,3522656
1155913,2534752597.2174244,2024-05-29,233941,3453440,446070962046,3687381
1230463,2609253233.9807034,2024-05-30,238628,3749354,455532877303,3987982
1044380,2418902148.739372,2024-05-31,216109,3368129,414373386410,3584238
991276,2164188041.9577,2024-06-01,187309,3067976,383316576763,3255285
966644,2278097998.114993,2024-06-02,235317,3089798,399827205226,3325115
1004933,2639745475.628093,2024-06-03,265475,3370204,438486897834,3635679
1003374,3548987074.6667795,2024-06-04,317277,3629208,508096926550,3946485
1080385,3683344455.0924516,2024-06-05,383901,3961140,560573951733,4345041
1222512,2516553848.778379,2024-06-06,296797,4152285,567532454791,4449082
1147016,2651805356.410099,2024-06-07,309059,4053956,552690377176,4363015
919690,2459619579.369028,2024-06-08,251257,3375823,463609965297,3627080
1014632,2184573600.506797,2024-06-09,233082,3400355,447116466695,3633437
1003218,2455714094.9173994,2024-06-10,281707,3615216,475063965577,3896923
1042786,2545176692.847954,2024-06-11,293941,3665968,481009797238,3959909
996035,2631386228.7431083,2024-06-12,278456,3595058,482756106098,3873514
1004261,2446434871.174602,2024-06-13,263989,3627903,487351335552,3891892
967400,2615742767.471646,2024-06-14,254793,3488122,457311133742,3742915
930234,2112764368.8938575,2024-06-15,222878,3214564,417260629570,3437442
902412,1863981859.0446665,2024-06-16,212130,3053073,396998308702,3265203
966561,2075302081.3066857,2024-06-17,258487,3403392,450193683622,3661879
993618,2571528225.6667295,2024-06-18,311098,3651140,486517236917,3962238
1007042,2274965174.471115,2024-06-19,262702,3466866,462711123115,3729568
1292778,2273752956.0485444,2024-06-20,211181,4118318,471795975154,4329499
1095842,2376960103.658951,2024-06-21,249081,3583303,428759410710,3832384
985600,1963431802.2558377,2024-06-22,201781,3222703,398799517884,3424484
870855,2058971445.5610166,2024-06-23,232948,3106679,408107653329,3339627
902351,2479839105.3798337,2024-06-24,297077,3387260,452795024582,3684337
895661,2152521403.7334824,2024-06-25,246140,3113522,402127990087,3359662
893134,2311665337.1526904,2024-06-26,237929,3130553,410820029314,3368482
890297,2464259169.6059976,2024-06-27,318734,3098743,403231840325,3417477
886360,2294224765.380484,2024-06-28,155873,3197188,391817688367,3353061
840914,2445282541.6850348,2024-06-29,126714,2884691,347844118763,3011405
825799,2197121861.4131565,2024-06-30,137902,2959342,360271144380,3097244
893513,2358185607.7000556,2024-07-01,155929,3230265,397946993903,3386194
825265,2582956355.7896533,2024-07-02,133769,2838362,339195508274,2972131
802848,2936042696.8605714,2024-07-03,184394,2936668,403983138670,3121062
816524,2541137259.387293,2024-07-04,220601,3191811,442437587836,3412412
801390,4060103853.635077,2024-07-05,267036,3250543,431254641758,3517579
750852,2364901717.94115,2024-07-06,141284,2807333,331448523263,2948617
851593,2434558304.37966,2024-07-07,148838,2784711,335384112316,2933549
902816,2529354243.4367657,2024-07-08,240645,3164535,388545356837,3405180
844961,2107413516.6927013,2024-07-09,149135,2920582,340708625676,3069717
923173,2551580816.205841,2024-07-10,141413,2931468,353229119773,3072881
819790,2524572151.0464683,2024-07-11,177966,2968963,386273150533,3146929
940292,2593214602.382492,2024-07-12,180664,3189383,407870953735,3370047
881809,2436999889.833829,2024-07-13,163687,2861452,370754990504,3025139
795974,2542561415.1686234,2024-07-14,157357,2719997,342911692185,2877354
920458,3182552788.3114123,2024-07-15,215490,3235445,409759403692,3450935
915723,3700957099.903238,2024-07-16,216890,3391361,425231298951,3608251
888095,2447214168.676286,2024-07-17,193737,3151368,381684771685,3345105
948642,3158828759.0823956,2024-07-18,195562,3251792,385515765777,3447354
893557,2970184316.96107,2024-07-19,193527,3210177,402277032852,3403704
799475,4919839338.759203,2024-07-20,176431,2899012,353515510663,3075443
790231,2863444095.7026286,2024-07-21,174746,2868488,350197828757,3043234
868747,2939938445.50513,2024-07-22,199602,3240569,397046741812,3440171
783702,2996843821.0178885,2024-07-23,202698,3274574,399414477890,3477272
869737,2562597833.4296446,2024-07-24,173735,3257873,401673153773,3431608
838412,4430663060.149874,2024-07-25,175172,3155815,420462284136,3330987
850103,3588103058.4103503,2024-07-26,158275,3125754,499930153125,3284029
788790,2603636108.9222937,2024-07-27,167405,3041127,422552602098,3208532
776153,3003748590.017636,2024-07-28,155312,2863219,387992461065,3018531
848732,2454610651.6418233,2024-07-29,187355,3366542,449902113063,3553897
808981,2681328287.839631,2024-07-30,170236,3163384,402840460853,3333620
834278,3149109359.5692077,2024-07-31,194134,3176167,393245911302,3370301
840059,3601863958.0538836,2024-08-01,243556,3406937,434198650228,3650493
817500,2652022191.750192,2024-08-02,213455,3427133,447599084819,3640588
826384,3873897088.292721,2024-08-03,173686,3055095,391705567963,3228781
772375,3368947195.6000514,2024-08-04,208885,3378046,488693400602,3586931
950866,6459598947.50965,2024-08-05,509094,4379718,617159068235,4888812
877644,3981759832.076158,2024-08-06,251589,3510440,458201137245,3762029
836972,2829968502.1443624,2024-08-07,250099,3539501,486250574662,3789600
798740,2920219887.818336,2024-08-08,240879,3548382,502220816562,3789261
802585,3011241896.9270797,2024-08-09,195311,3400783,470730723810,3596094
748644,2597874940.4897766,2024-08-10,140937,2905145,396795956953,3046082
746882,2919941529.2585936,2024-08-11,120715,2498576,309002543548,2619291
1707175,2651547808.4695053,2024-08-12,180229,3705143,374872033098,3885372
1336837,3261098767.3376455,2024-08-13,132540,3310386,364913926123,3442926
896760,2694260638.7823815,2024-08-14,111104,2783221,358126465689,2894325
813708,4591793358.603972,2024-08-15,138328,2822133,372245459745,2960461
789029,3083549777.223807,2024-08-16,130661,2845516,415412778730,2976177
734338,2485208336.3474493,2024-08-17,100132,2561294,341377577077,2661426
711267,2517325833.5004935,2024-08-18,105022,2504477,302041254162,2609499
791309,2529460674.9518886,2024-08-19,122356,2823804,336043880958,2946160
865360,5815362598.298145,2024-08-20,162767,2971855,349425204063,3134622
803312,14453902311.99388,2024-08-21,205245,3087038,378824606483,3292283
929353,10011772949.068958,2024-08-22,1015679,3431371,445988256157,4447050
913129,4632794662.784943,2024-08-23,204871,3252529,381722946895,3457400
787632,3625271333.262233,2024-08-24,167574,2955028,351087942250,3122602
781646,3518222917.3368917,2024-08-25,142863,2855039,336041651571,2997902
958058,4142890531.549066,2024-08-26,172884,3411320,390459161688,3584204
900062,3323006077.138193,2024-08-27,197873,3354185,373948602065,3552058
806787,3408629200.8131046,2024-08-28,141690,3058075,330425120977,3199765
849888,3078174063.657314,2024-08-29,125576,3246473,345950310610,3372049
802604,3271012705.2677007,2024-08-30,127276,3225601,334489560372,3352877
816106,2636386155.674411,2024-08-31,104263,2974066,319049098588,3078329
732766,5393378314.516995,2024-09-01,119298,2881588,307100889368,3000886
861540,3362887578.7859087,2024-09-02,132258,3303970,348965391442,3436228
803228,2620726145.3225007,2024-09-03,129579,3189882,337076855095,3319461
823234,2668809194.0484443,2024-09-04,156036,3452404,379989516210,3608440
823158,3242948137.2852707,2024-09-05,135046,3277583,362508170723,3412629
888290,2999996083.403498,2024-09-06,150414,3487614,380629815217,3638028
789445,2788080996.4858932,2024-09-07,116225,3104549,326040552748,3220774
802050,2427145794.0741353,2024-09-08,112936,3074367,338344932376,3187303
913107,2636952952.9741373,2024-09-09,153063,3214810,344668376452,3367873
926501,4087813770.5577855,2024-09-10,149428,3552801,384278446361,3702229
880934,3009441715.8833632,2024-09-11,127403,3676355,377694503878,3803758
959092,2826138797.1454883,2024-09-12,133376,4528510,424147973954,4661886
874745,2998332599.647413,2024-09-13,124183,3335013,353466404769,3459196
913136,2393703943.9372363,2024-09-14,103769,3413816,358008440822,3517585
825006,2521838670.6030784,2024-09-15,103567,3010036,326508197064,3113603
918359,3627314040.008214,2024-09-16,161322,3587617,414039365152,3748939
797321,2719645367.89583,2024-09-17,118596,3156762,343650042133,3275358
879131,2941339337.260661,2024-09-18,126000,3317930,374289623075,3443930
915064,4986054126.406519,2024-09-19,151319,3536335,394427652933,3687654
935850,5436134689.126227,2024-09-20,157549,3826258,428233637492,3983807
820635,2877412353.9825993,2024-09-21,115102,3404260,372791721331,3519362
846814,2333878735.3692727,2024-09-22,117673,3434825,393177135222,3552498
911815,2918642088.6496243,2024-09-23,151645,3651163,424895030238,3802808
911553,2578055637.0001097,2024-09-24,138071,3824686,445842985770,3962757
862261,3142473818.1294603,2024-09-25,134775,3525394,405721132547,3660169
1081428,3350787234.5813274,2024-09-26,141590,3977958,427118201905,4119548
1052072,16644510117.455399,2024-09-27,172087,4195620,494048768727,4367707
981635,3877859283.3148103,2024-09-28,140880,4043719,450161924678,4184599
909374,2945011573.489942,2024-09-29,132844,3618167,395835297917,3751011
960741,2890566389.4032116,2024-09-30,153686,3989335,435855676828,4143021
868007,4628916728.116085,2024-10-01,184625,3363568,401824033319,3548193
892561,3422996573.303938,2024-10-02,155402,3355440,389170888136,3510842
840261,3249857933.4311743,2024-10-03,129979,3195976,355859456891,3325955
861330,3049120547.5095167,2024-10-04,116458,3239415,366159614915,3355873
837043,3389268222.4729714,2024-10-05,102930,3053777,334259959779,3156707
837224,2658158221.2811947,2024-10-06,127109,3148594,386952063608,3275703
928178,3294610083.428256,2024-10-07,135928,3448025,385591523441,3583953
957153,2766076891.4493194,2024-10-08,145164,3673529,422707106663,3818693
937288,3059371589.25909,2024-10-09,133616,3488352,397300134480,3621968
911394,2500282752.9167137,2024-10-10,127749,3472691,401184451206,3600440
910080,2672155998.573965,2024-10-11,119452,3415823,371573667294,3535275
869341,2649628511.4800167,2024-10-12,215303,3389775,387993514839,3605078
855690,2803813908.168351,2024-10-13,120009,3163101,365650559985,3283110
973359,2730560227.367865,2024-10-14,172666,3815508,438150182608,3988174
937054,3180851644.820219,2024-10-15,187532,3682102,404494189914,3869634
914984,3650863142.646511,2024-10-16,158430,3513817,387977739200,3672247
907249,2610804376.5780826,2024-10-17,143816,3359483,366740982272,3503299
891338,3103531769.594192,2024-10-18,163827,3542515,383109576777,3706342
815058,2313030729.269282,2024-10-19,118686,3236354,324597501211,3355040
796298,2626131043.2026386,2024-10-20,130978,3293805,332295467325,3424783
854528,3529378221.9284987,2024-10-21,177716,3444190,370669298615,3621906
799051,3020754054.749666,2024-10-22,146174,3250685,345759557255,3396859
886579,3120361178.531484,2024-10-23,156624,3539173,373964848160,3695797
907868,2771516335.8045697,2024-10-24,142138,3525012,357118640727,3667150
945789,2213681443.0059934,2024-10-25,156599,4045619,415100317244,4202218
894074,2507607393.457235,2024-10-26,112687,3682353,376534739123,3795040
833655,2161630917.2724776,2024-10-27,110406,3169692,320259352464,3280098
935748,2327215805.9807363,2024-10-28,144413,3688096,365579621812,3832509
980657,2474518386.160622,2024-10-29,167630,3909525,400023437979,4077155
938274,2328456733.6659174,2024-10-30,147560,3758394,382626653164,3905954
905921,2552766210.3255835,2024-10-31,143676,3724186,380598724963,3867862
966213,1966078585.3271513,2024-11-01,189997,4416411,450881098905,4606408
842325,2606666098.245828,2024-11-02,144270,3391042,358908781746,3535312
874539,2228962073.220404,2024-11-03,148611,3377477,354448518472,3526088
967103,3107131336.418246,2024-11-04,150984,3575254,355844375167,3726238
870002,2363941894.522292,2024-11-05,138080,3396829,339762859308,3534909
891012,3907005584.3320465,2024-11-06,217251,4063406,443314410273,4280657
939713,3433979115.7040734,2024-11-07,218618,3934761,415065408445,4153379
978147,2343067750.637869,2024-11-08,177382,3911847,398034957873,4089229
833511,2497041195.46432,2024-11-09,206414,3651197,385991476760,3857611
925253,3158007813.704555,2024-11-10,295031,4068410,450390850540,4363441
1005138,3597379880.3480277,2024-11-11,266850,4126655,466449220331,4393505
949682,3798344102.2850256,2024-11-12,324558,4360927,503837901222,4685485
957418,3264788478.0399737,2024-11-13,332618,4454187,500203701426,4786805
976154,6510091717.92703,2024-11-14,264913,4304552,476971899303,4569465
844065,5461873725.651829,2024-11-15,254441,3932409,439609112244,4186850
886754,3553891162.3096995,2024-11-16,246097,4072723,458191740480,4318820
786893,3662487006.9147763,2024-11-17,242189,3768221,424977950210,4010410
917576,3444659116.497124,2024-11-18,220571,4465426,487512018518,4685997
896857,3471954218.8847303,2024-11-19,189725,4063495,441814534043,4253220
874858,3919478311.4005957,2024-11-20,175875,3713603,425505850296,3889478
923350,3719617890.114517,2024-11-21,191639,3902108,443419669958,4093747
964482,6161867555.661793,2024-11-22,187657,3838076,437482407768,4025733
903450,3987581468.8359222,2024-11-23,218379,3872388,469710802038,4090767
897216,4046830899.2760677,2024-11-24,220974,3738850,460707364696,3959824
911082,5261968696.578783,2024-11-25,226193,3899803,472766663519,4125996
908051,7030152538.533423,2024-11-26,221170,3830491,487047482064,4051661
990190,5852822062.702442,2024-11-27,244035,4087415,507844879374,4331450
954844,4459558842.703104,2024-11-28,175235,4008510,500087212972,4183745
996719,3894399643.0717916,2024-11-29,241044,4006325,483144055383,4247369
971244,4557980900.6928,2024-11-30,160621,4055191,504841844282,4215812
942485,4782386540.205952,2024-12-01,188886,3950562,500759728067,4139448
1059366,3830222400.2725935,2024-12-02,215066,4453893,550505860564,4668959
1108660,3737210715.2734404,2024-12-03,260339,4749242,571371958097,5009581
1169652,6621775926.207388,2024-12-04,357041,5193215,651711523004,5550256
1085407,3783336450.7842083,2024-12-05,282107,4863103,556958940403,5145210
1004644,3948243004.7261,2024-12-06,218031,4360370,475467204237,4578401
1071161,3207154764.6110926,2024-12-07,207780,4256425,467987564455,4464205
1030309,3093229339.784375,2024-12-08,210601,4036114,429964903945,4246715
1075510,4430753730.428974,2024-12-09,254834,4738744,534789446766,4993578
1010435,5170195453.1523695,2024-12-10,260052,4385711,530696247654,4645763
1010089,4019367718.0399113,2024-12-11,214843,4012810,474265378001,4227653
1031160,5126925913.656076,2024-12-12,264135,4164275,499372843063,4428410
1025335,5716205711.225963,2024-12-13,190502,3915074,458189536279,4105576
923926,3447243672.5740476,2024-12-14,161493,3633683,454950777527,3795176
980584,2940072968.9368367,2024-12-15,158762,3589557,440568209739,3748319
1086928,5588563466.554361,2024-12-16,214483,4171146,483405299581,4385629
1066019,3719050749.076394,2024-12-17,237526,4273027,495110250402,4510553
1048207,5130366251.138931,2024-12-18,287453,4359040,522964512573,4646493
1044361,4774151071.48506,2024-12-19,286782,4481032,543328802752,4767814
1073874,4788381681.23855,2024-12-20,301731,4517439,575351399605,4819170
968014,3123486754.8910136,2024-12-21,235771,3844070,470273919184,4079841
907751,3048879786.603593,2024-12-22,223599,3563976,429797993085,3787575
1045765,3253656435.272332,2024-12-23,270851,4003418,476895880943,4274269
1021776,3346868305.8246956,2024-12-24,199117,3866405,432420834127,4065522
959313,3188040517.3065915,2024-12-25,247037,3677940,418426821760,3924977
943887,3380149298.0304832,2024-12-26,306991,3751324,463485032446,4058315
955943,3365865130.738355,2024-12-27,274736,3773789,441666168385,4048525
892981,2869297428.8599567,2024-12-28,188209,3510137,403237207625,3698346
898917,3066810832.9238048,2024-12-29,170987,3447236,405569737169,3618223
959046,3313637300.4789653,2024-12-30,193549,3764868,431461665661,3958417
1000922,2819432618.25221,2024-12-31,183039,3951326,443874399803,4134365
839240,3099548037.015276,2025-01-01,179970,3285413,385649331800,3465383
936158,2981748153.7514687,2025-01-02,208026,3761246,442646099546,3969272
966352,3994581473.525809,2025-01-03,247250,3834346,458236743481,4081596
941387,2474695241.579676,2025-01-04,178691,3827221,410683345942,4005912
897160,2850263363.6014757,2025-01-05,163539,3709338,398354461903,3872877
963298,2934921555.783466,2025-01-06,239297,4073885,433422585721,4313182
1164255,4591401490.308279,2025-01-07,209674,4730751,577106734613,4940425
1506631,3463382406.461557,2025-01-08,275152,5062371,542667848298,5337523
1410064,3118413754.4683304,2025-01-09,198149,4623308,492340598273,4821457
2026173,3305023693.4302897,2025-01-10,211993,5088363,485963991237,5300356
1790928,2234271110.5787916,2025-01-11,162299,4334188,406559528316,4496487
1094205,2361372740.8676267,2025-01-12,154428,3497921,383374254449,3652349
1266302,3172908163.190604,2025-01-13,218425,4301272,481120867956,4519697
1202341,2288999084.566033,2025-01-14,180709,4068961,445169950529,4249670
1167382,2717999441.6967206,2025-01-15,218489,4270198,486209189131,4488687
1154675,2839003973.603732,2025-01-16,208234,4266980,504784692100,4475214
1480473,2399808750.756091,2025-01-17,222045,5088994,565258053249,5311039
1140332,3230791963.7528186,2025-01-18,215488,4272505,474394236807,4487993
1264625,4010626218.531708,2025-01-19,266945,4818231,539017846066,5085176
1301641,3912226889.684627,2025-01-20,338726,4983098,551530338354,5321824
1111297,2892608559.096182,2025-01-21,212463,4152051,448828689443,4364514
1107579,2595690160.4188213,2025-01-22,175961,4038263,424346963293,4214224
1153656,7791546629.253761,2025-01-23,215762,4358171,470209365045,4573933
1090899,2825691750.7199726,2025-01-24,167199,4013483,429692124364,4180682
1117419,2263052520.7137246,2025-01-25,147359,3743749,387652571407,3891108
1163623,2331696466.5349736,2025-01-26,155897,3921298,396849001679,4077195
1298505,2946690424.092589,2025-01-27,224774,4600476,487098370122,4825250
1155988,2315839710.593369,2025-01-28,177553,3931650,413795746998,4109203
1034681,2388162343.7585306,2025-01-29,158762,3593889,367238054141,3752651
1065437,2251709979.53001,2025-01-30,146176,3596961,357088636090,3743137
1082542,2236251691.3717437,2025-01-31,151503,3696599,375111793776,3848102
